id,Account,Value,Feature
16275184,Credit Card,0.0206127353519039,Consistency
16288013,Credit Card,0.0199038030996622,Consistency
16288320,Credit Card,0.0229584105785701,Consistency
16297799,Credit Card,0.0208853647052407,Consistency
16311477,Credit Card,0.020638171439393,Consistency
16313013,Credit Card,0.0198805386150811,Consistency
16347878,Credit Card,0.0203307040347468,Consistency
16358400,Credit Card,0.0199520840951745,Consistency
16368429,Credit Card,0.0196301043220409,Consistency
16385359,Credit Card,0.0211519987621473,Consistency
16386254,Credit Card,0.0218696757111715,Consistency
16390097,Credit Card,0.0208909942441899,Consistency
16398117,Credit Card,0.0209191545617104,Consistency
16407428,Credit Card,0.0209807419961136,Consistency
16419399,Credit Card,0.0211598645246643,Consistency
16422197,Credit Card,0.0205354321342942,Consistency
16429258,Credit Card,0.0211150832374532,Consistency
16432425,Credit Card,0.020058714668576,Consistency
16452011,Credit Card,0.0203127654152184,Consistency
16464419,Credit Card,0.0210000034637462,Consistency
16483084,Credit Card,0.0206265224265857,Consistency
16483936,Credit Card,0.0216802389775901,Consistency
16487399,Credit Card,0.0206142994809245,Consistency
16487978,Credit Card,0.0207873275860574,Consistency
16488960,Credit Card,0.0204939273334337,Consistency
16499244,Credit Card,0.0200369122464348,Consistency
16500125,Credit Card,0.0203934213092112,Consistency
16502347,Credit Card,0.0199003521117975,Consistency
16517392,Credit Card,0.0198187807777102,Consistency
16526327,Credit Card,0.0204744251678621,Consistency
16530491,Credit Card,0.0200835046789621,Consistency
16547757,Credit Card,0.0206297494688054,Consistency
16549255,Credit Card,0.0209929025207264,Consistency
16555790,Credit Card,0.0198424367119615,Consistency
16558145,Credit Card,0.0214511290448623,Consistency
16575838,Credit Card,0.0209970589948559,Consistency
16593664,Credit Card,0.0212161222714608,Consistency
16613736,Credit Card,0.0208609681290712,Consistency
16616493,Credit Card,0.020944366446807,Consistency
16619042,Credit Card,0.0204353496366763,Consistency
16626729,Credit Card,0.0208292808801972,Consistency
16640667,Credit Card,0.0209176486880414,Consistency
16647780,Credit Card,0.0208139636744251,Consistency
16677427,Credit Card,0.020552967349128,Consistency
16682086,Credit Card,0.0205970843363165,Consistency
16685376,Credit Card,0.0202931133423572,Consistency
16708570,Credit Card,0.0200005324508261,Consistency
16711806,Credit Card,0.0199019604818375,Consistency
16712806,Credit Card,0.0213432452280048,Consistency
16740575,Credit Card,0.0209509366292544,Consistency
16745421,Credit Card,0.0210989433963377,Consistency
16747773,Credit Card,0.0206657165723827,Consistency
16760353,Credit Card,0.0208406413124017,Consistency
16777619,Credit Card,0.0209046538852099,Consistency
16786225,Credit Card,0.0209652752121189,Consistency
16786800,Credit Card,0.0210688285958119,Consistency
16804751,Credit Card,0.0211055594596911,Consistency
16811773,Credit Card,0.0203551188265861,Consistency
16815005,Credit Card,0.020740463497101,Consistency
16819904,Credit Card,0.0203306178901281,Consistency
16823663,Credit Card,0.0211848116146479,Consistency
16824439,Credit Card,0.0206562401996097,Consistency
16833682,Credit Card,0.0207844313255525,Consistency
16833741,Credit Card,0.0206312611903891,Consistency
16835180,Credit Card,0.0211556696926024,Consistency
16839100,Credit Card,0.0208681870984268,Consistency
16841538,Credit Card,0.0210056603650109,Consistency
16849970,Credit Card,0.0205344818685742,Consistency
16855393,Credit Card,0.0223047629889746,Consistency
16855639,Credit Card,0.0203556133731557,Consistency
16883777,Credit Card,0.0216737609719718,Consistency
16887477,Credit Card,0.0209929025207264,Consistency
16895125,Credit Card,0.0204764593281444,Consistency
16907553,Credit Card,0.0209564066438539,Consistency
16912222,Credit Card,0.0202994557436441,Consistency
16928032,Credit Card,0.0206206777198117,Consistency
16939097,Credit Card,0.0203402644006261,Consistency
16941680,Credit Card,0.0206023714544741,Consistency
16962323,Credit Card,0.0217447168715211,Consistency
16968591,Credit Card,0.0208172280250642,Consistency
16975480,Credit Card,0.0203466730701325,Consistency
16981019,Credit Card,0.0208665279158408,Consistency
16984798,Credit Card,0.0211365760149159,Consistency
16997585,Credit Card,0.0208318179098847,Consistency
16998963,Credit Card,0.0204925248356654,Consistency
17011657,Credit Card,0.0205784221185342,Consistency
17015768,Credit Card,0.0206784903829479,Consistency
17016849,Credit Card,0.0200310287337135,Consistency
17031349,Credit Card,0.0218577915415908,Consistency
17072494,Credit Card,0.0209439941282817,Consistency
17073645,Credit Card,0.0207472991015649,Consistency
17078473,Credit Card,0.0201008472115457,Consistency
17079533,Credit Card,0.0208192893563877,Consistency
17082078,Credit Card,0.0205789706621077,Consistency
17085659,Credit Card,0.0211405190625544,Consistency
17088747,Credit Card,0.0210242573558762,Consistency
17091043,Credit Card,0.0206064929454569,Consistency
17093046,Credit Card,0.0207851862685074,Consistency
17095103,Credit Card,0.0207556097215615,Consistency
17095185,Credit Card,0.0208746355931638,Consistency
17103617,Credit Card,0.0206968978738388,Consistency
17110370,Credit Card,0.021008043273054,Consistency
17126422,Credit Card,0.0211414218620457,Consistency
17127016,Credit Card,0.021170213557223,Consistency
17133911,Credit Card,0.0208302398847463,Consistency
17144479,Credit Card,0.0209323991442838,Consistency
17147719,Credit Card,0.0209744174741774,Consistency
17160893,Credit Card,0.0203022098557675,Consistency
17163190,Credit Card,0.0202161988925265,Consistency
17168265,Credit Card,0.019621993304578,Consistency
17189639,Credit Card,0.0209489469342068,Consistency
17195097,Credit Card,0.0207148922060111,Consistency
17197156,Credit Card,0.0209136661211469,Consistency
17202736,Credit Card,0.0211704210220797,Consistency
17216290,Credit Card,0.0209995386618676,Consistency
17253418,Credit Card,0.019636218669018,Consistency
17270222,Credit Card,0.0200155847411293,Consistency
17277813,Credit Card,0.0209929025207264,Consistency
17285671,Credit Card,0.0206145157193413,Consistency
17289890,Credit Card,0.0209419057989068,Consistency
17305297,Credit Card,0.021476324551327,Consistency
17315840,Credit Card,0.0200230052554866,Consistency
17319595,Credit Card,0.0197857014376233,Consistency
17324375,Credit Card,0.0198273517229519,Consistency
17336284,Credit Card,0.0203708409950658,Consistency
17349860,Credit Card,0.0196869065114082,Consistency
17354682,Credit Card,0.0203535552461286,Consistency
17399120,Credit Card,0.0205712369958264,Consistency
17404387,Credit Card,0.0209807419961136,Consistency
17411675,Credit Card,0.0203936320941499,Consistency
17415121,Credit Card,0.0200581108058841,Consistency
17415284,Credit Card,0.0201939408537453,Consistency
17417681,Credit Card,0.0204580900416105,Consistency
17420429,Credit Card,0.0200448728744484,Consistency
17437290,Credit Card,0.0209807419961136,Consistency
17437510,Credit Card,0.020748287430611,Consistency
17441590,Credit Card,0.0203575946385593,Consistency
17451630,Credit Card,0.0207752480532797,Consistency
17462935,Credit Card,0.0221996206002454,Consistency
17475953,Credit Card,0.0205975130344156,Consistency
17478250,Credit Card,0.0209882512757933,Consistency
17484610,Credit Card,0.0204973947243755,Consistency
17489903,Credit Card,0.0208746355931638,Consistency
17491498,Credit Card,0.0209929025207264,Consistency
17492108,Credit Card,0.0204751430369879,Consistency
17506940,Credit Card,0.0197863640577947,Consistency
17511317,Credit Card,0.0204181453706098,Consistency
17515576,Credit Card,0.0202522772588991,Consistency
17541491,Credit Card,0.0204024489741251,Consistency
17541703,Credit Card,0.0214906277713411,Consistency
17595896,Credit Card,0.0206364194466248,Consistency
17600202,Credit Card,0.0205326691269291,Consistency
17608251,Credit Card,0.0219647056645919,Consistency
17611424,Credit Card,0.0210480323046315,Consistency
17613979,Credit Card,0.0204068725062459,Consistency
17615192,Credit Card,0.0207041633858521,Consistency
17622774,Credit Card,0.0210000034637462,Consistency
17627890,Credit Card,0.0211251143370649,Consistency
17628657,Credit Card,0.0213513308723452,Consistency
17651913,Credit Card,0.0211704206932718,Consistency
17653374,Credit Card,0.0207562649613969,Consistency
17666746,Credit Card,0.0192100472486397,Consistency
17671627,Credit Card,0.020864483433076,Consistency
17690804,Credit Card,0.0213802364702399,Consistency
17692986,Credit Card,0.0194524389974626,Consistency
17700191,Credit Card,0.0209929025207264,Consistency
17701321,Credit Card,0.0205789697698071,Consistency
17702255,Credit Card,0.0208958831674656,Consistency
17703959,Credit Card,0.0214708712766333,Consistency
17705782,Credit Card,0.0199064449504822,Consistency
17737309,Credit Card,0.0210979534058731,Consistency
17743533,Credit Card,0.0203853003128726,Consistency
17743917,Credit Card,0.0199987810058439,Consistency
17774364,Credit Card,0.0207588437745841,Consistency
17791748,Credit Card,0.0209929025207264,Consistency
17795652,Credit Card,0.020213522662762,Consistency
17802214,Credit Card,0.0209745401284283,Consistency
17835667,Credit Card,0.0205784282807206,Consistency
17844837,Credit Card,0.0201726442206258,Consistency
17848047,Credit Card,0.0203383325041355,Consistency
17858169,Credit Card,0.0202749419615952,Consistency
17859259,Credit Card,0.0198665549716009,Consistency
17865484,Credit Card,0.0207594116176426,Consistency
17870436,Credit Card,0.0197276268047921,Consistency
17876643,Credit Card,0.0210908080675011,Consistency
17902857,Credit Card,0.0201511156524436,Consistency
17903217,Credit Card,0.0212440933731147,Consistency
17906480,Credit Card,0.0206288650494047,Consistency
17907979,Credit Card,0.0206712946422513,Consistency
17911185,Credit Card,0.0209717035776524,Consistency
17919919,Credit Card,0.0208681819327802,Consistency
17939622,Credit Card,0.0203848954293817,Consistency
17966194,Credit Card,0.0200637528161214,Consistency
17982344,Credit Card,0.0210021493307799,Consistency
17989512,Credit Card,0.0209158693018193,Consistency
18002451,Credit Card,0.0199858724802583,Consistency
18003803,Credit Card,0.0209929025207264,Consistency
18034591,Credit Card,0.0211315543649887,Consistency
18039104,Credit Card,0.0198995230503906,Consistency
18040664,Credit Card,0.0210280273628884,Consistency
18042490,Credit Card,0.0197092130456708,Consistency
18048348,Credit Card,0.0209476474334683,Consistency
18049002,Credit Card,0.019700125544237,Consistency
18077492,Credit Card,0.0208754727413517,Consistency
18090155,Credit Card,0.020828280333529,Consistency
18098217,Credit Card,0.0206242501238029,Consistency
18110491,Credit Card,0.0210278113737189,Consistency
18118027,Credit Card,0.0201605031859507,Consistency
18119117,Credit Card,0.0206622525674551,Consistency
18124120,Credit Card,0.0206143956116884,Consistency
18133530,Credit Card,0.0204714217428091,Consistency
18135492,Credit Card,0.0209929025207264,Consistency
18139474,Credit Card,0.0216854069356448,Consistency
18147708,Credit Card,0.0212316939469933,Consistency
18154507,Credit Card,0.0209251267876418,Consistency
18161479,Credit Card,0.0202697426658124,Consistency
18162391,Credit Card,0.0217102712514955,Consistency
18163008,Credit Card,0.0211862818481068,Consistency
18171921,Credit Card,0.0205686236992707,Consistency
18179021,Credit Card,0.0202693669279485,Consistency
18179095,Credit Card,0.0209970589948559,Consistency
18179378,Credit Card,0.0203304408136187,Consistency
18206620,Credit Card,0.0210492962751032,Consistency
18219888,Credit Card,0.0205077144373588,Consistency
18224219,Credit Card,0.0203284630641848,Consistency
18230557,Credit Card,0.0207510411892545,Consistency
18237067,Credit Card,0.020776619542226,Consistency
18258663,Credit Card,0.0204956181621682,Consistency
18259236,Credit Card,0.0199102722186494,Consistency
18268354,Credit Card,0.0203535883095048,Consistency
18272708,Credit Card,0.0206551732308678,Consistency
18277191,Credit Card,0.0200679010406216,Consistency
18307965,Credit Card,0.0206152529865124,Consistency
18319508,Credit Card,0.0209904784289456,Consistency
18321648,Credit Card,0.0220320706891016,Consistency
18323497,Credit Card,0.0208240471968041,Consistency
18347999,Credit Card,0.0207017070558799,Consistency
18348522,Credit Card,0.0202411856617381,Consistency
18363034,Credit Card,0.0209964084942707,Consistency
18476805,Credit Card,0.0207970859205424,Consistency
18484085,Credit Card,0.0208017231151197,Consistency
18486482,Credit Card,0.0202708256983941,Consistency
18491167,Credit Card,0.0209531034462558,Consistency
18497409,Credit Card,0.0210477909116876,Consistency
18504707,Credit Card,0.0196799338218532,Consistency
18544496,Credit Card,0.0197498728654235,Consistency
18550048,Credit Card,0.0213710814658431,Consistency
18565238,Credit Card,0.0202322771248053,Consistency
18569903,Credit Card,0.0197824558080199,Consistency
18591044,Credit Card,0.0205220925681868,Consistency
18604433,Credit Card,0.0214558610451286,Consistency
18607582,Credit Card,0.0215765463277462,Consistency
18626674,Credit Card,0.0198877916681805,Consistency
18636959,Credit Card,0.0218828496257351,Consistency
18652504,Credit Card,0.0213754343698764,Consistency
18666111,Credit Card,0.0206550577159967,Consistency
18671584,Credit Card,0.0198165535902211,Consistency
18678795,Credit Card,0.0209480463098045,Consistency
18683570,Credit Card,0.0204117141952503,Consistency
18688224,Credit Card,0.0200877086773113,Consistency
18689367,Credit Card,0.0204855198998643,Consistency
18698944,Credit Card,0.0201648500305439,Consistency
18699351,Credit Card,0.0207906642495319,Consistency
18700165,Credit Card,0.0210314201791734,Consistency
18700579,Credit Card,0.0203322391508711,Consistency
18708020,Credit Card,0.0205167924497268,Consistency
18714853,Credit Card,0.0205058183343637,Consistency
18721410,Credit Card,0.02024862112925,Consistency
18721829,Credit Card,0.0211189341404941,Consistency
18740957,Credit Card,0.0202266299377383,Consistency
18748895,Credit Card,0.0209807419961136,Consistency
18753795,Credit Card,0.0200901519469415,Consistency
18754889,Credit Card,0.0210001723990138,Consistency
18756835,Credit Card,0.0202244265401607,Consistency
18765448,Credit Card,0.0209819283566213,Consistency
18766334,Credit Card,0.0206049473225576,Consistency
18766610,Credit Card,0.020636534403537,Consistency
18772493,Credit Card,0.020617007467579,Consistency
18782241,Credit Card,0.0199593553110792,Consistency
18787855,Credit Card,0.0204291897973002,Consistency
18790176,Credit Card,0.0209858966460836,Consistency
18794701,Credit Card,0.0201005695733747,Consistency
18811601,Credit Card,0.0216341019437048,Consistency
18813470,Credit Card,0.0198763586239667,Consistency
18820296,Credit Card,0.0203078270446455,Consistency
18820367,Credit Card,0.0209929025207264,Consistency
18825185,Credit Card,0.0209929025207264,Consistency
18831717,Credit Card,0.0208793953256418,Consistency
18842809,Credit Card,0.0202003217379503,Consistency
18843722,Credit Card,0.0207958788460701,Consistency
18845006,Credit Card,0.0209929025207264,Consistency
18857840,Credit Card,0.0211177389509041,Consistency
18869678,Credit Card,0.0203061003689066,Consistency
18876106,Credit Card,0.0206401895294507,Consistency
18880274,Credit Card,0.020497108416287,Consistency
18886789,Credit Card,0.0205414357599576,Consistency
18899662,Credit Card,0.0205013860542118,Consistency
18908148,Credit Card,0.0201087394074743,Consistency
18909989,Credit Card,0.0213194232398353,Consistency
18915202,Credit Card,0.0206217567031723,Consistency
18918043,Credit Card,0.0211527713301685,Consistency
19013542,Credit Card,0.0199900915236126,Consistency
19021916,Credit Card,0.0211316867531883,Consistency
19024329,Credit Card,0.0204304036625451,Consistency
19025054,Credit Card,0.0203591108819644,Consistency
19032978,Credit Card,0.0204297985310329,Consistency
19052586,Credit Card,0.0203538341103389,Consistency
19057589,Credit Card,0.0208564603772226,Consistency
19067545,Credit Card,0.0200066572212686,Consistency
19072153,Credit Card,0.0206098851702039,Consistency
19076584,Credit Card,0.0209929025207264,Consistency
19080070,Credit Card,0.0204032360745988,Consistency
19085705,Credit Card,0.0209929025207264,Consistency
19086197,Credit Card,0.0204028722188354,Consistency
19090373,Credit Card,0.0216713693210484,Consistency
19092470,Credit Card,0.0208746355931638,Consistency
19107320,Credit Card,0.0202748396473036,Consistency
19109376,Credit Card,0.0205775407321481,Consistency
19115744,Credit Card,0.0214060758325195,Consistency
19119183,Credit Card,0.0204553630338049,Consistency
19129953,Credit Card,0.0204633777994588,Consistency
19154832,Credit Card,0.0206684318922033,Consistency
19155686,Credit Card,0.0203478233463567,Consistency
19176842,Credit Card,0.0210561220432693,Consistency
19182602,Credit Card,0.0209857474815257,Consistency
19191958,Credit Card,0.0198819692535463,Consistency
19196044,Credit Card,0.019710123905747,Consistency
19200403,Credit Card,0.0206703490080845,Consistency
19209505,Credit Card,0.0201765636816704,Consistency
19242697,Credit Card,0.0207893640955049,Consistency
19242764,Credit Card,0.0202070158607358,Consistency
19243836,Credit Card,0.0198752479446422,Consistency
19245945,Credit Card,0.0199449315030868,Consistency
19249942,Credit Card,0.0200286470231326,Consistency
19251972,Credit Card,0.0209841122064168,Consistency
19254273,Credit Card,0.0197840553695879,Consistency
19256291,Credit Card,0.0209342888369648,Consistency
19266206,Credit Card,0.0209807419961136,Consistency
19302891,Credit Card,0.020948777836703,Consistency
19305815,Credit Card,0.020079330003338,Consistency
19308720,Credit Card,0.020548837104499,Consistency
19311943,Credit Card,0.0218234185517304,Consistency
19314883,Credit Card,0.0209439941282817,Consistency
19325502,Credit Card,0.0208678309656214,Consistency
19332720,Credit Card,0.0218860965626196,Consistency
19356165,Credit Card,0.0202279800468839,Consistency
19356561,Credit Card,0.0202528240662894,Consistency
19358961,Credit Card,0.0209929025207264,Consistency
19367606,Credit Card,0.0212367850078873,Consistency
19367706,Credit Card,0.0196726661665593,Consistency
19373570,Credit Card,0.0211629222332774,Consistency
19392149,Credit Card,0.0192226695773644,Consistency
19405891,Credit Card,0.021444272140869,Consistency
19406638,Credit Card,0.0209992605927924,Consistency
19413767,Credit Card,0.0206311417600121,Consistency
19425253,Credit Card,0.0203304201953541,Consistency
19436052,Credit Card,0.0202265807115468,Consistency
19446320,Credit Card,0.02082902490243,Consistency
19464790,Credit Card,0.0209339579436251,Consistency
19469286,Credit Card,0.0238117658761856,Consistency
19469310,Credit Card,0.0206363407902473,Consistency
19475609,Credit Card,0.0205642266525879,Consistency
19477791,Credit Card,0.0204505649086951,Consistency
19482933,Credit Card,0.0204777436172961,Consistency
19487573,Credit Card,0.0210409104776238,Consistency
19487708,Credit Card,0.021156411850098,Consistency
19493486,Credit Card,0.0207763713592029,Consistency
19494704,Credit Card,0.0199467890334172,Consistency
19539110,Credit Card,0.0217282551337381,Consistency
19552686,Credit Card,0.01945379355771,Consistency
19553637,Credit Card,0.0200501557868188,Consistency
19564846,Credit Card,0.0201109480675545,Consistency
19571227,Credit Card,0.0200508016053584,Consistency
19571449,Credit Card,0.0199909817239173,Consistency
19614438,Credit Card,0.0208266868715447,Consistency
19614878,Credit Card,0.0200090058769086,Consistency
19618484,Credit Card,0.0204319365493456,Consistency
19624318,Credit Card,0.020525091396603,Consistency
19633305,Credit Card,0.02155616922673,Consistency
19647385,Credit Card,0.0199890982607997,Consistency
19661335,Credit Card,0.0210709577869604,Consistency
19676446,Credit Card,0.0205856795964592,Consistency
19677806,Credit Card,0.0203349302507902,Consistency
19711401,Credit Card,0.0199898583790053,Consistency
19725313,Credit Card,0.0201358161585825,Consistency
19754153,Credit Card,0.021213378854175,Consistency
19767922,Credit Card,0.0219652513289427,Consistency
19772074,Credit Card,0.0201034087339973,Consistency
19783826,Credit Card,0.0205841362404686,Consistency
19802081,Credit Card,0.0198390315801061,Consistency
19802576,Credit Card,0.020387830782345,Consistency
19818501,Credit Card,0.0213446257250428,Consistency
19824310,Credit Card,0.0206473858151249,Consistency
19830263,Credit Card,0.0207857712048293,Consistency
19851551,Credit Card,0.0207851862685074,Consistency
19851942,Credit Card,0.0204520073683942,Consistency
19858009,Credit Card,0.021460893204688,Consistency
19861637,Credit Card,0.0200849188749282,Consistency
19870272,Credit Card,0.0209929025207264,Consistency
19876913,Credit Card,0.0215027524073354,Consistency
19878273,Credit Card,0.0204757644571518,Consistency
19892802,Credit Card,0.0203176090665351,Consistency
19895771,Credit Card,0.0206943632766156,Consistency
19902243,Credit Card,0.0211435781395732,Consistency
19907538,Credit Card,0.021132485186402,Consistency
19915679,Credit Card,0.0206473683197446,Consistency
19924645,Credit Card,0.0198184546025911,Consistency
19930379,Credit Card,0.020659501107232,Consistency
19933267,Credit Card,0.0198782386552667,Consistency
19939963,Credit Card,0.0202295795610865,Consistency
19951671,Credit Card,0.0202531456663621,Consistency
